Reading Date, 1 am kWh Consumption, 2 am kWh Consumption, 3 am kWh Consumption, 4 am kWh Consumption, 5 am kWh Consumption, 6 am kWh Consumption, 7 am kWh Consumption, 8 am kWh Consumption, 9 am kWh Consumption, 10 am kWh Consumption, 11 am kWh Consumption, 12 pm kWh Consumption, 1 pm kWh Consumption, 2 pm kWh Consumption, 3 pm kWh Consumption, 4 pm kWh Consumption, 5 pm kWh Consumption, 6 pm kWh Consumption, 7 pm kWh Consumption, 8 pm kWh Consumption, 9 pm kWh Consumption, 10 pm kWh Consumption, 11 pm kWh Consumption, 12 am kWh Consumption, Total On-Peak kWh Consumption, Total Mid-Peak kWh Consumption, * Total Off-Peak kWh Consumption
10/14/2020,0.516,0.424,0.4,0.394,0.379,0.368,0.37,0.984,1.222,1.26,0.626,0.575,0.882,0.657,0.541,0.567,0.546,0.573,1.642,1.021,0.946,0.85,0.863,0.77,3.768,6.307,7.301
10/15/2020,0.473,0.375,0.377,0.377,0.376,0.375,0.383,0.981,0.935,0.608,0.506,0.438,0.446,0.572,0.597,0.647,0.599,0.621,1.287,0.838,0.964,1.305,0.949,1.08,3.299,4.938,7.872
10/16/2020,0.579,0.416,0.366,0.371,0.367,0.373,0.416,0.878,0.826,0.591,0.798,0.617,0.821,0.731,0.569,0.495,0.633,0.638,0.708,0.552,0.738,0.968,0.759,0.941,3.866,4.439,6.846
10/17/2020,0.758,0.684,0.417,0.36,0.447,0.748,0.506,0.358,0.434,0.57,0.693,0.824,1.083,1.058,1.345,0.739,0.462,0.363,0.977,1.761,1.078,1.109,1.39,0.908,0,0,19.072
10/18/2020,0.798,0.588,0.443,0.431,0.506,0.45,0.422,0.494,0.672,0.537,0.916,0.626,0.641,0.692,0.97,1.149,1.072,1.085,0.972,0.704,0.994,1.431,1.121,1.057,0,0,18.771
10/19/2020,0.7,0.43,0.399,0.363,0.357,0.623,0.367,0.6,0.995,0.74,0.596,0.693,0.605,0.479,0.517,0.753,0.899,0.879,1.695,1.058,1.344,1.036,0.941,0.775,3.946,5.505,8.393
10/20/2020,0.598,0.39,0.378,0.391,0.588,0.728,0.447,0.412,0.769,0.668,0.531,0.521,0.659,0.536,1.22,1.071,0.579,0.621,0.916,1.583,0.958,1.074,0.839,0.669,4.586,3.917,8.643
10/21/2020,0.602,0.456,0.455,0.456,0.423,0.542,0.542,0.824,0.945,0.653,0.574,0.588,0.709,0.536,0.525,0.554,0.579,0.825,1.038,0.916,0.927,1.312,0.991,0.963,3.491,4.859,8.585
10/22/2020,0.664,0.544,0.541,0.493,0.444,0.474,0.503,0.883,1.054,0.55,0.533,0.626,0.765,0.916,1.096,0.722,0.693,0.856,1.033,1.165,0.881,1.181,0.83,0.69,4.818,4.909,8.41
10/23/2020,0.461,0.393,0.393,0.387,0.388,0.396,0.389,0.62,1.154,0.639,0.799,0.531,0.636,0.431,0.497,0.651,0.485,0.538,0.795,0.805,0.881,1.041,0.852,0.835,3.231,4.545,7.221
10/24/2020,0.648,0.555,0.389,0.387,0.373,0.508,0.45,0.376,0.522,0.599,0.717,0.609,0.647,0.788,1.034,0.655,0.764,0.62,1.311,1.567,1.034,1.352,0.813,0.611,0,0,17.329
10/25/2020,0.633,0.467,0.375,0.356,0.384,0.381,0.372,0.56,0.669,0.812,0.884,0.494,1.795,1.304,1.07,0.952,0.55,1.24,1.147,1.244,1.335,1.666,1.323,0.994,0,0,21.007
10/26/2020,0.811,0.48,0.459,0.446,0.67,0.532,0.468,0.782,0.92,0.688,0.723,0.663,0.883,1.004,0.775,1.018,1.184,1.226,1.704,1.04,1.101,1.367,0.801,0.598,5.527,6.043,8.773
10/27/2020,0.554,0.497,0.504,0.49,0.853,0.761,0.549,0.531,1.054,0.595,0.686,0.544,0.706,0.571,0.72,0.559,0.725,0.891,1.096,1.231,1.273,1.993,1.358,0.873,3.825,4.853,10.936
10/28/2020,0.628,0.489,0.432,0.414,0.46,0.665,0.543,0.737,1.166,0.691,0.572,0.747,0.532,0.633,0.549,0.601,0.623,0.852,1.299,0.863,0.962,1.669,0.895,0.863,3.685,5.317,8.883
10/29/2020,0.686,0.412,0.392,0.4,0.398,0.393,0.65,0.749,0.974,0.569,0.729,0.503,0.592,0.698,0.656,0.694,0.638,0.938,1.266,0.878,0.921,1.322,1.113,0.934,3.781,5.225,8.499
10/30/2020,0.629,0.482,0.443,0.438,0.439,0.427,0.595,0.93,1.313,1.255,0.807,0.784,0.723,0.797,0.806,0.508,0.635,0.67,0.891,1.602,0.968,1.527,1.222,1.078,4.253,5.866,9.85
10/31/2020,0.591,0.444,0.415,0.412,0.684,1.192,0.534,0.426,0.54,0.832,0.671,0.68,1.253,1.014,0.78,0.644,0.479,1.108,0.661,0.554,0.545,0.53,0.523,1.246,0,0,16.758
11/1/2020,1.268,0.498,0.443,0.443,0.428,0.44,0.434,0.816,0.973,1.307,0.989,0.754,1.099,1.24,1.36,1.347,1.251,1.217,1.01,0.864,1.627,1.701,1.318,1.085,0,0,23.912
11/2/2020,0.47,0.381,0.381,0.373,0.834,1.144,0.771,0.504,0.87,0.533,0.402,0.352,0.492,0.466,0.488,0.676,0.646,1.074,1.671,1.021,1.025,1.409,1.099,0.95,5.054,3.12,9.858
11/3/2020,0.553,0.391,0.401,0.395,0.818,0.808,0.651,0.507,0.822,0.544,0.522,0.919,0.509,0.478,0.63,0.526,0.77,1.181,1.219,1.414,1.892,1.38,0.844,0.704,4.795,3.832,10.251
11/4/2020,0.695,0.51,0.472,0.462,0.465,0.637,0.672,0.855,0.856,0.516,0.648,0.463,0.51,0.631,0.611,0.534,0.451,0.826,1.283,0.951,0.82,0.896,0.595,0.577,4.984,3.2,7.752
11/5/2020,0.477,0.38,0.383,0.389,0.406,0.395,0.461,0.987,1.195,0.553,0.547,0.676,0.645,0.517,0.528,0.625,0.694,0.836,0.989,1.351,1.148,1.586,1.001,0.786,5.107,3.685,8.763
11/6/2020,0.484,0.441,0.433,0.437,0.431,0.424,0.428,0.886,0.979,0.704,0.5,0.54,0.592,0.485,0.555,0.67,0.583,0.526,0.856,1.387,1.322,1.03,0.804,0.895,4.451,3.425,8.516
11/7/2020,0.584,0.426,0.399,0.401,0.399,0.636,0.466,0.418,0.453,1.197,0.814,0.672,0.791,0.645,0.659,0.573,0.614,0.997,1.027,0.615,0.599,0.909,0.691,0.766,0,0,15.751
11/8/2020,0.564,0.421,0.41,0.402,0.386,0.394,0.406,0.464,1.442,0.765,0.822,0.791,1.268,1.078,0.899,0.546,0.79,1.144,1.664,1.347,1.411,1.008,0.943,0.89,0,0,20.255
11/9/2020,0.518,0.397,0.394,0.389,0.388,0.684,0.435,0.687,1.143,0.554,0.493,0.481,0.611,0.487,0.523,0.628,0.633,0.985,1.346,0.982,0.943,1.628,0.791,0.501,5.208,3.363,8.05
11/10/2020,0.456,0.419,0.42,0.42,0.416,0.585,0.419,0.765,0.711,0.613,0.625,0.521,0.563,0.428,0.534,0.532,0.722,1.239,1.191,2.007,0.989,0.964,0.928,0.864,5.144,3.3,8.887
11/11/2020,0.575,0.408,0.395,0.4,0.397,0.394,0.398,0.583,1.141,0.531,0.782,0.522,0.676,0.495,0.675,0.452,0.73,0.708,1.742,1.397,1.26,1.025,0.992,0.611,5.487,3.55,8.252
11/12/2020,0.429,0.391,0.394,0.388,0.387,0.616,0.571,1.058,0.887,0.522,0.69,0.59,0.64,0.785,0.561,0.637,0.624,0.762,1.103,1.067,1.378,2.046,1.177,0.942,5.022,3.837,9.786
11/13/2020,0.58,0.469,0.461,0.447,0.436,0.445,0.631,0.559,0.883,0.795,0.641,0.61,0.634,0.508,0.37,0.516,0.852,0.68,0.819,1.473,1.031,1.458,1.303,0.996,4.377,3.49,9.73
11/14/2020,0.629,0.47,0.391,0.418,0.525,0.571,0.563,0.39,0.499,0.849,0.913,1.159,1.002,0.853,0.727,0.788,0.872,1.039,0.822,0.708,0.784,1.3,1.054,1.052,0,0,18.378
11/15/2020,0.837,0.642,0.395,0.38,0.382,0.391,0.39,0.5,0.652,0.878,1.039,0.89,0.539,0.52,0.595,0.745,0.941,1.079,1.875,1.436,0.966,1.477,1.415,1.04,0,0,20.004
11/16/2020,0.47,0.413,0.411,0.405,0.704,0.853,0.707,0.546,0.884,0.512,0.47,0.437,0.601,0.452,0.605,0.961,0.731,0.747,1.316,0.96,1.16,2.081,1.073,0.838,4.475,3.787,10.075
11/17/2020,0.454,0.424,0.432,0.433,0.711,0.793,0.61,0.553,0.781,0.515,0.538,0.517,0.487,0.395,0.455,0.577,0.586,0.871,1.116,1.241,1.075,1.641,1.247,0.927,4.374,3.017,9.988
11/18/2020,0.549,0.418,0.375,0.379,0.555,0.512,0.715,0.699,0.984,0.493,0.618,0.697,0.467,0.736,0.501,0.694,0.957,1.111,1.194,1.248,1.018,1.368,1.38,0.83,5.099,4.052,9.347
11/19/2020,0.528,0.38,0.401,0.401,0.581,0.574,0.653,0.635,0.969,0.518,0.524,0.572,0.69,0.653,0.567,0.465,0.778,0.685,0.792,0.922,0.853,1.283,0.77,0.95,4.123,3.725,8.296
11/20/2020,0.561,0.471,0.458,0.456,0.436,0.434,0.63,0.805,0.856,0.552,0.566,0.536,0.465,0.461,0.565,0.796,0.556,0.723,0.808,1.453,1.519,1.058,0.761,0.742,4.31,3.379,8.979
11/21/2020,0.743,0.456,0.404,0.401,0.407,0.616,0.693,0.432,0.673,0.551,0.775,1.106,0.881,1.421,0.762,0.749,1.215,1.201,0.816,0.686,0.571,0.952,1.068,1.317,0,0,18.896
11/22/2020,0.928,0.472,0.404,0.413,0.418,0.426,0.419,0.529,0.749,0.901,0.687,1.115,1.159,0.888,0.573,0.828,0.9,0.992,0.594,0.516,0.711,1.445,1.557,1.821,0,0,19.445
11/23/2020,1.1,0.445,0.424,0.419,0.699,0.889,0.59,0.652,0.915,0.698,0.532,0.495,0.603,0.485,0.751,0.663,1.204,0.974,1.934,1.106,1.215,1.657,1.108,0.891,5.705,4.201,10.543
11/24/2020,0.619,0.461,0.408,0.418,0.713,1.035,0.581,0.428,1.066,0.55,0.582,0.654,0.603,0.508,0.57,0.701,0.686,1.219,1.121,1.233,1.18,1.313,1.642,1.672,4.966,3.722,11.275
11/25/2020,0.783,0.445,0.48,0.419,0.422,0.723,0.675,0.856,0.803,0.893,0.737,0.729,0.904,0.801,0.923,0.636,0.862,0.962,1.561,1.483,1.462,1.659,1.438,0.734,5.812,4.855,10.723
11/26/2020,0.538,0.441,0.441,0.419,0.435,0.431,0.588,0.7,0.995,0.683,0.667,0.574,0.544,0.585,0.554,0.647,0.611,0.803,0.899,1.751,1.55,1.992,1.651,1.035,4.747,3.515,11.272
11/27/2020,0.631,0.544,0.454,0.45,0.435,0.437,0.595,0.63,1.116,0.58,0.88,0.689,0.693,1.138,0.58,0.711,0.636,0.479,1.046,1.578,1.058,1.921,1.217,0.824,4.731,4.447,10.144
11/28/2020,0.557,0.43,0.399,0.403,0.399,0.556,0.592,0.419,0.727,0.838,0.81,0.879,1.231,0.924,0.546,0.507,0.813,0.641,0.833,1.536,1.219,1.891,1.377,1.145,0,0,19.672
11/29/2020,0.519,0.463,0.45,0.438,0.444,0.439,0.449,0.513,0.604,0.711,1.067,0.735,0.902,0.925,1.059,1.242,0.96,1.199,1.487,1.688,1.243,1.425,1.014,0.76,0,0,20.736
11/30/2020,0.67,0.42,0.403,0.407,0.628,0.827,0.498,0.517,0.807,0.63,0.741,0.74,0.804,0.731,0.764,0.598,0.976,0.93,1.74,1.441,1.405,1.575,1.451,1.182,5.365,4.613,10.907
12/1/2020,0.957,0.681,0.652,0.659,0.855,1.097,0.891,0.717,1.266,0.754,0.877,1.054,0.672,0.5,0.637,0.881,0.97,1.872,1.952,1.287,1.466,1.716,1.31,1.164,7.438,4.714,12.735
12/2/2020,0.779,0.459,0.424,0.415,0.721,0.684,0.644,0.662,1.472,1.136,0.623,0.487,0.579,0.5,0.654,0.513,0.736,1.198,1.837,1.42,1.26,1.714,1.171,0.831,6.928,3.469,10.522
12/3/2020,0.512,0.471,0.473,0.436,0.405,0.602,0.693,0.602,1.029,0.582,0.493,0.686,0.578,0.65,0.623,0.791,0.702,0.772,1.177,1.395,1.621,1.594,1.225,0.822,4.655,4.03,10.249
12/4/2020,0.733,0.53,0.389,0.396,0.377,0.386,0.662,0.888,1.033,1.018,0.88,1.041,0.724,0.548,0.506,0.679,0.931,1.094,1.24,1.505,1.312,1.946,1.571,1.146,6.153,4.429,10.953
12/5/2020,0.504,0.453,0.416,0.419,0.654,0.5,0.573,0.454,0.608,1.011,0.955,1.013,1.018,0.878,0.6,0.742,1.08,1.129,2.411,1.581,1.12,1.262,1.449,0.855,0,0,21.685
12/6/2020,0.663,0.527,0.433,0.412,0.413,0.415,0.396,0.654,0.773,0.577,0.939,0.811,1.286,0.878,1.777,1.176,1.54,1.92,1.932,1.167,1.334,1.97,1.756,1.228,0,0,24.977
12/7/2020,0.545,0.444,0.436,0.445,0.806,0.688,0.562,0.728,0.972,0.488,0.796,0.97,0.652,0.622,0.585,0.512,0.82,0.953,1.677,1.633,1.439,1.566,1.227,0.844,5.614,4.161,10.635
12/8/2020,0.706,0.574,0.401,0.408,0.866,0.875,0.773,0.698,0.908,0.451,0.43,0.606,0.693,0.509,0.752,0.534,0.735,0.776,1.815,1.681,1.766,2.018,1.437,1.481,5.078,3.829,12.986
12/9/2020,0.923,0.742,0.72,0.722,0.703,0.997,0.926,0.969,1.329,1.643,0.818,0.653,0.492,0.904,0.914,0.893,1.099,0.998,1.304,1.285,1.349,1.423,1.301,1.015,7.061,4.955,12.106
12/10/2020,0.492,0.465,0.438,0.415,0.429,0.438,0.557,0.959,0.984,0.631,0.481,0.512,0.654,0.485,0.658,0.605,0.57,0.837,1.025,1.045,0.869,1.364,1.337,0.639,4.917,3.484,8.488
12/11/2020,0.431,0.441,0.417,0.426,0.39,0.415,0.699,0.842,1.05,0.821,0.833,0.92,0.855,0.646,0.905,0.619,0.759,0.864,0.897,1.541,1.078,1.499,1.039,0.641,5.307,4.704,9.017
12/12/2020,0.617,0.484,0.463,0.462,0.465,0.592,0.605,0.416,0.51,1.092,0.818,0.734,0.437,0.505,0.555,1.011,1.238,1.338,2.294,1.898,1.926,2.311,1.687,1.296,0,0,23.754
12/13/2020,0.852,0.455,0.422,0.419,0.422,0.422,0.413,0.454,0.783,1.22,0.929,1.013,1.011,0.912,0.685,0.861,1.286,1.468,1.996,1.032,1.084,1.582,1.752,1.119,0,0,22.592
12/14/2020,0.592,0.391,0.389,0.379,0.641,0.678,0.444,0.878,1.008,0.8,0.891,0.857,0.953,0.861,0.617,0.58,0.603,0.717,1.695,1.602,1.239,1.317,1.395,0.938,5.989,4.471,10.005
12/15/2020,0.691,0.498,0.429,0.414,0.825,0.853,0.569,0.589,0.984,0.968,1.112,1.099,0.57,0.581,0.443,0.633,0.651,0.939,1.462,1.06,1.612,2.928,1.669,0.985,6.054,3.977,12.533
12/16/2020,0.598,0.415,0.414,0.411,0.406,0.783,0.826,0.855,1.296,0.674,0.597,0.717,0.662,0.782,0.655,0.727,0.761,0.91,1.462,0.98,0.946,2.187,1.481,1.075,5.794,4.304,10.522
12/17/2020,0.455,0.42,0.438,0.419,0.416,0.782,0.739,0.896,1.529,0.597,0.584,0.856,1.188,0.932,0.637,0.617,0.724,0.73,1.7,1.009,1.071,2.058,1.421,0.728,6.036,4.954,9.956
12/18/2020,0.498,0.385,0.526,0.391,0.394,0.386,0.739,0.96,1.316,0.957,0.9,0.626,0.956,0.563,0.608,0.548,0.739,1.103,2.355,1.698,1.851,2.239,1.584,0.795,7.591,4.04,11.486
12/19/2020,0.491,0.389,0.38,0.374,0.74,0.677,0.62,0.371,0.372,0.571,0.925,0.92,1.819,1.258,1.187,0.941,0.714,1.556,2.209,1.392,1.179,1.511,1.375,1.234,0,0,23.205
12/20/2020,0.835,0.411,0.384,0.378,0.365,0.372,0.383,0.438,0.698,0.629,1.116,0.708,1.036,1.358,0.671,0.762,0.85,1.241,1.971,1.712,1.268,1.697,1.468,0.805,0,0,21.556
12/21/2020,0.531,0.381,0.376,0.369,0.639,0.576,0.47,0.382,0.383,0.429,0.584,1.006,1.27,1.654,0.66,0.602,0.886,1.124,1.834,2.081,1.516,1.693,1.473,1.297,4.736,6.078,11.402
12/22/2020,0.855,0.508,0.411,0.378,0.618,0.654,0.432,0.411,0.409,0.462,0.949,0.861,0.591,1.331,0.733,1.19,1.253,2.665,3.009,2.562,2.27,1.564,1.24,1.094,7.905,5.959,12.586
12/23/2020,0.617,0.379,0.364,0.37,0.574,0.454,0.537,0.408,0.513,0.599,1.159,0.75,0.859,0.785,0.63,0.509,0.735,1.271,1.823,1.396,1.14,2.458,1.43,1.233,5.773,4.268,10.952
12/24/2020,0.857,0.597,0.41,0.404,0.392,0.395,0.527,0.442,0.599,0.393,0.804,0.844,0.787,0.652,0.691,0.76,0.975,1.338,1.235,2.014,1.31,2.114,1.784,1.316,4.811,4.709,12.12
12/25/2020,1.137,0.675,0.434,0.375,0.374,0.37,0.613,0.415,0.529,0.5,0.717,0.608,0.875,0.809,0.791,0.523,0.725,1.224,1.49,1.879,1.388,1.583,1.311,0.844,0,0,20.189
12/26/2020,0.558,0.38,0.361,0.356,0.759,0.721,0.623,0.373,0.364,0.373,0.561,0.691,0.612,0.647,0.806,1.131,1.24,1.029,2.35,1.7,1.866,2.271,1.627,0.995,0,0,22.394
12/27/2020,0.714,0.443,0.375,0.351,0.367,0.375,0.373,0.623,0.619,0.605,1.111,0.669,0.689,0.616,0.896,0.718,0.843,1.448,1.828,1.337,1.094,1.407,1.476,1.305,0,0,20.282
12/28/2020,0.632,0.443,0.369,0.352,0.767,0.497,0.448,0.379,0.364,0.371,0.566,1.071,1.092,0.988,0.929,1.232,1.474,1.103,1.547,1.767,1.758,1.768,1.417,0.944,0,0,22.278
12/29/2020,0.814,0.609,0.376,0.36,0.727,0.77,0.374,0.375,0.486,0.493,0.372,1.02,1.191,1.046,0.913,0.972,0.902,1.034,2.03,1.478,1.671,1.993,1.67,1.19,4.79,6.044,12.032
12/30/2020,0.717,0.435,0.42,0.424,0.426,0.837,0.709,0.458,0.599,0.547,0.821,0.683,1.27,1.07,1.015,1.201,1.196,1.201,1.59,1.95,1.475,1.612,1.283,0.97,5.216,6.435,11.258
12/31/2020,0.902,0.787,0.503,0.438,0.724,0.523,0.556,0.474,0.588,0.631,0.91,0.811,0.678,0.51,0.702,0.682,1.01,1.155,1.433,2.533,1.725,2.042,1.742,1.678,5.191,4.393,14.153
1/1/2021,1.211,1.041,0.671,0.398,0.369,0.413,0.701,0.436,0.569,0.535,0.402,0.809,0.535,1.079,1.054,1.428,1.333,1.486,1.791,1.541,1.425,2.003,1.301,1.382,0,0,23.913
1/2/2021,1,0.788,0.493,0.477,0.753,0.639,0.576,0.424,0.424,0.427,0.607,0.571,1.226,0.853,0.713,0.807,0.975,1.027,1.414,1.682,1.416,1.644,1.592,1.489,0,0,22.017
1/3/2021,1.195,0.768,0.405,0.352,0.36,0.379,0.377,0.487,0.683,0.553,0.888,0.851,0.735,0.514,1.082,0.924,0.945,1.496,1.856,1.795,1.243,1.521,1.24,0.798,0,0,21.447
1/4/2021,0.536,0.432,0.385,0.414,0.673,0.539,0.765,0.541,0.917,0.615,0.721,1.174,0.722,0.686,1.017,1.006,0.995,1.705,2.273,1.537,1.603,2.281,1.327,1.16,6.772,5.6,11.652
1/5/2021,0.792,0.509,0.413,0.434,0.684,0.616,0.556,0.463,1.302,0.806,0.701,0.717,0.589,0.777,0.591,0.911,0.658,0.956,2.945,1.505,1.247,1.724,1.167,0.755,7.173,4.243,10.402
1/6/2021,0.451,0.383,0.384,0.39,0.615,0.58,0.616,0.476,1.231,1.059,1,1.051,1.188,1.458,1.025,1.069,1.218,1.162,1.306,1.49,1.406,1.816,1.083,0.902,6.234,7.009,10.116
1/7/2021,0.553,0.408,0.404,0.406,0.627,0.474,0.624,0.498,1.014,0.927,0.936,1.542,1.024,1.151,1.049,1.082,1.107,1.017,1.074,2.077,1.328,2.287,2.033,1.426,5.466,6.955,12.647
1/8/2021,0.734,0.43,0.42,0.433,0.402,0.41,0.749,0.726,1.185,1.011,1.05,1.209,1.062,1.096,1.092,0.933,1.022,1.283,1.768,1.518,2.05,2.077,1.977,1.223,7.023,6.414,12.423
1/9/2021,0.891,0.503,0.374,0.352,0.767,0.554,0.588,0.385,0.504,0.37,0.88,0.652,1.443,1.514,0.876,0.826,1.03,1.36,1.82,2.372,2.085,2.234,1.934,1.564,0,0,25.878
1/10/2021,1.289,0.784,0.418,0.395,0.399,0.412,0.409,0.633,0.633,0.692,0.899,0.656,0.811,1.01,1.005,0.964,1.11,1.371,1.695,1.715,1.467,1.831,1.378,0.879,0,0,22.855
1/11/2021,0.691,0.479,0.391,0.371,0.775,0.572,0.569,0.452,1.059,0.683,1.017,1.144,1.495,1.5,1.011,1.233,1.219,1.351,1.463,1.364,1.407,1.699,1.376,1.332,6.025,7.602,11.026
1/12/2021,1.055,0.736,0.439,0.418,0.854,0.688,0.56,0.474,1.078,0.723,0.712,1.552,1.164,1.031,1.107,1.284,1.133,0.844,1.2,1.792,1.642,1.669,1.227,1.127,5.031,7.271,12.207
1/13/2021,0.789,0.691,0.478,0.433,0.427,0.856,0.681,0.52,1.168,0.692,0.795,1.227,0.686,0.695,0.966,0.832,0.682,0.958,0.943,1.668,1.333,1.396,0.921,0.776,5.076,5.088,10.449
1/14/2021,0.552,0.496,0.488,0.497,0.491,0.749,0.621,0.577,1.219,1.049,1.062,1.178,1.194,0.697,0.966,0.829,0.718,1.14,1.57,1.786,2.028,1.86,1.507,1.056,6.617,5.582,12.131
1/15/2021,0.476,0.437,0.441,0.429,0.403,0.414,0.518,0.596,0.823,0.659,0.905,1.238,1.196,1.334,1.193,1.164,0.906,0.955,1.075,0.952,1.157,2.264,1.189,1.109,5.013,7.031,9.789
1/16/2021,0.787,0.491,0.482,0.424,0.523,0.458,0.597,0.48,0.396,0.572,0.388,1.068,0.524,0.717,0.552,0.577,0.638,1.281,1.03,1.45,1.534,2.087,1.601,1.427,0,0,20.084
1/17/2021,0.762,0.497,0.487,0.474,0.484,0.481,0.501,0.551,0.77,0.609,0.888,0.65,0.563,0.732,0.668,1.079,1.161,1.09,1.443,2.105,1.546,1.639,1.231,0.998,0,0,21.409
1/18/2021,0.715,0.618,0.392,0.394,0.646,0.625,0.542,0.447,1.079,0.839,0.86,1.3,0.833,0.974,1.23,1.07,1.133,1.314,1.404,1.84,1.564,1.597,1.451,1.698,5.943,6.54,12.082
1/19/2021,0.835,0.496,0.415,0.41,0.873,0.597,0.667,0.457,1.056,0.953,1.012,1.07,0.988,0.949,1.054,0.926,0.834,1.036,2.342,1.48,1.415,1.927,1.196,1.092,6.856,5.821,11.403
1/20/2021,0.732,0.408,0.401,0.39,0.385,0.636,0.746,0.51,1.093,0.699,0.646,0.78,0.614,0.738,0.764,0.778,0.678,1.054,1.336,1.192,1.137,1.522,1.323,1.12,5.338,4.352,9.992
1/21/2021,0.615,0.461,0.455,0.452,0.471,0.691,0.779,0.529,1.1,1.307,1.182,1.187,1.072,1.003,1.11,0.975,1.097,1.645,1.985,1.51,1.631,2.187,1.619,0.857,7.748,6.444,11.728
1/22/2021,0.644,0.407,0.377,0.377,0.376,0.389,0.736,0.476,1.244,1.249,1.174,1.066,1.605,1.246,1.355,1.109,0.92,1.087,1.232,1.465,1.218,1.787,1.653,1.288,6.462,7.301,10.717
1/23/2021,0.505,0.423,0.401,0.401,0.868,0.566,0.589,0.408,0.935,0.625,0.417,0.61,0.655,0.736,0.771,0.939,0.846,1.057,1.468,1.809,1.627,1.661,1.712,1.264,0,0,21.293
1/24/2021,0.598,0.542,0.523,0.53,0.521,0.526,0.531,0.756,0.894,0.644,0.995,0.929,0.961,1.039,1.18,1.135,0.945,1.144,1.734,1.197,2.906,1.96,1.297,1.001,0,0,24.488
1/25/2021,0.635,0.461,0.43,0.445,0.915,0.776,0.668,0.481,1.259,0.986,0.981,1.241,1.207,1.081,1.078,0.892,0.712,0.965,2.556,1.631,1.68,1.923,1.593,1.546,7.228,6.211,12.703
1/26/2021,0.85,0.498,0.466,0.481,0.897,0.667,0.653,0.494,1.048,1.173,1.043,1.719,1.211,1.033,1.014,1.149,1.214,1.3,1.846,2.237,1.439,1.83,1.54,1.48,6.904,7.34,13.038
1/27/2021,0.661,0.462,0.46,0.462,0.461,0.738,0.831,0.555,1.071,0.59,0.703,1.346,0.813,0.765,0.597,0.812,0.871,1.945,1.582,1.337,1.73,2.101,1.725,1.225,6.446,5.204,12.193
1/28/2021,0.847,0.471,0.408,0.412,0.414,0.531,0.804,0.615,1.247,1.03,1.166,1.654,0.821,0.681,0.783,0.807,1.22,1.717,2.05,1.467,1.374,1.779,1.524,1.16,7.825,5.966,11.191
1/29/2021,0.636,0.387,0.393,0.416,0.423,0.398,0.783,0.756,1.425,0.862,0.852,1.411,0.956,1.004,0.867,0.812,0.752,0.961,1.077,1.25,1.451,1.99,1.744,1.286,5.933,5.802,11.157
1/30/2021,0.669,0.548,0.424,0.424,0.875,0.608,0.731,0.435,0.758,0.489,0.51,0.586,0.779,0.66,0.82,0.749,1.134,1.432,1.658,1.444,1.38,2.316,1.658,1.302,0,0,22.389
1/31/2021,0.89,0.459,0.379,0.371,0.365,0.395,0.391,0.756,0.861,0.685,0.824,0.729,0.713,0.893,0.973,0.616,0.644,0.916,1.204,1.101,1.53,3.224,1.425,1.052,0,0,21.396
2/1/2021,0.526,0.408,0.393,0.399,0.823,0.569,0.647,0.429,1.139,0.781,0.587,1.007,1.016,0.9,1.011,0.787,0.805,1.028,2.317,1.826,1.601,1.822,1.173,1.12,6.281,5.526,11.307
2/2/2021,0.779,0.409,0.385,0.41,0.753,0.561,0.618,0.384,0.789,1.21,1.057,1.388,0.941,1.09,1.016,1.06,0.809,1.95,2.012,1.524,1.421,1.818,1.068,1.108,7.402,6.304,10.854
2/3/2021,0.555,0.402,0.396,0.388,0.496,0.573,0.731,0.539,1.357,1.062,1.144,1.191,1.07,1.206,1.215,1.086,1.193,1.688,2.254,1.806,2.203,2.315,1.512,1.048,8.044,6.961,12.425
2/4/2021,0.766,0.651,0.649,0.649,0.633,0.592,0.942,0.751,1.136,0.979,0.856,1.72,0.943,1.048,0.826,0.932,0.783,1.986,1.433,1.393,1.232,1.405,1.083,0.934,7.141,6.252,10.929
2/5/2021,0.619,0.382,0.372,0.36,0.361,0.522,0.787,0.482,1.13,0.691,0.707,1.033,0.824,0.65,0.808,0.828,0.731,0.967,1.083,1.116,1.109,1.438,1.632,2.124,5.06,4.874,10.822
2/6/2021,0.576,0.468,0.441,0.443,0.663,0.665,0.666,0.421,0.738,0.478,0.454,0.725,1.017,0.985,1.708,0.88,1.025,1.068,1.568,2.406,1.529,2.912,1.592,1.204,0,0,24.632
2/7/2021,0.943,0.467,0.409,0.42,0.403,0.406,0.405,0.658,0.715,0.882,0.883,0.847,0.751,0.672,0.502,0.695,1.083,1.16,2.76,2.475,1.646,1.899,1.502,1.078,0,0,23.661
2/8/2021,0.551,0.422,0.426,0.422,0.915,0.709,0.729,0.462,0.801,0.78,1.196,1.309,1.249,1.142,1.226,1.037,1.371,1.319,2.028,1.932,1.787,2.006,1.099,0.871,6.586,7.334,11.869
2/9/2021,0.506,0.428,0.42,0.429,0.88,0.751,0.736,0.466,1.02,0.901,0.71,1.396,0.823,0.713,0.724,1.203,0.964,0.821,2.389,1.558,1.773,2.401,1.499,1.051,6.307,5.823,12.432
