Reading Date, 1 am kWh Consumption, 2 am kWh Consumption, 3 am kWh Consumption, 4 am kWh Consumption, 5 am kWh Consumption, 6 am kWh Consumption, 7 am kWh Consumption, 8 am kWh Consumption, 9 am kWh Consumption, 10 am kWh Consumption, 11 am kWh Consumption, 12 pm kWh Consumption, 1 pm kWh Consumption, 2 pm kWh Consumption, 3 pm kWh Consumption, 4 pm kWh Consumption, 5 pm kWh Consumption, 6 pm kWh Consumption, 7 pm kWh Consumption, 8 pm kWh Consumption, 9 pm kWh Consumption, 10 pm kWh Consumption, 11 pm kWh Consumption, 12 am kWh Consumption, Total On-Peak kWh Consumption, Total Mid-Peak kWh Consumption, * Total Off-Peak kWh Consumption
10/14/2021,0.776,0.463,0.479,0.478,0.473,0.828,0.534,0.846,1.013,0.661,0.603,0.744,0.537,0.585,0.741,0.725,0.947,1.362,1.081,1.018,1.117,1.247,1.155,0.669,4.279,5.566,9.237
10/15/2021,0.734,0.538,0.533,0.523,0.525,0.625,0.544,0.882,0.827,0.894,0.69,0.84,1.089,0.759,0.656,0.795,0.542,0.606,0.792,0.924,1.149,1.243,1.323,0.987,4.681,4.691,9.648
10/16/2021,0.724,0.521,0.501,0.497,0.48,0.609,0.515,0.493,0.707,1.003,0.92,1.493,1.474,1.359,0.747,1.016,1.128,0.921,0.856,1.326,1.12,1.19,1.462,1.31,0,0,22.372
10/17/2021,1.132,0.691,0.567,0.579,0.561,0.563,0.504,0.506,0.505,0.531,0.951,1.052,0.633,0.508,0.496,0.801,0.955,0.975,1.685,1.205,1.393,1.402,1.16,0.998,0,0,20.353
10/18/2021,0.677,0.527,0.51,0.494,0.508,0.822,0.435,1.049,1.365,0.89,0.585,0.716,0.552,0.557,0.579,0.874,0.641,1.248,1.74,1.216,1.236,1.374,0.937,0.785,3.919,6.877,9.521
10/19/2021,0.638,0.489,0.469,0.472,0.471,0.554,0.473,1.232,1.133,0.654,0.541,0.604,0.655,0.534,0.564,0.795,0.509,1.152,1.608,1.114,1.568,1.557,1.034,0.772,3.661,6.32,9.611
10/20/2021,0.691,0.52,0.482,0.495,0.482,0.716,0.463,0.901,1.073,0.577,0.5,0.506,0.619,0.607,0.534,0.786,1.108,1.393,1.616,1.542,1.204,1.169,1.175,0.879,4.16,6.06,9.818
10/21/2021,1.003,0.607,0.485,0.493,0.497,0.675,0.478,0.725,1.314,0.826,0.66,0.626,0.84,0.925,0.756,0.923,1.072,0.905,1.855,0.989,1.051,1.185,1.051,0.647,5.142,6.285,9.161
10/22/2021,0.578,0.532,0.529,0.514,0.486,0.464,0.475,0.858,0.771,0.666,0.582,0.696,0.682,0.55,0.672,1,0.777,0.774,0.818,0.966,1.055,1.372,1.147,0.926,4.377,4.469,9.044
10/23/2021,0.617,0.49,0.509,0.49,0.599,0.825,0.623,0.468,0.916,0.764,0.985,1.615,0.826,1.107,1.244,1.069,1.056,0.888,0.804,0.768,0.657,0.956,0.942,1.027,0,0,20.245
10/24/2021,0.674,0.554,0.524,0.521,0.517,0.502,0.486,0.739,0.479,0.714,0.573,1.139,1.281,1.347,0.782,0.823,0.8001,0.90205,1.24698,1.1198,1.08506,1.14689,0.98952,0.8642,0,0,19.8096
10/25/2021,0.5964,0.449,0.428,0.398,0.563,0.668,0.373,0.805,1.244,0.894,0.626,0.677,0.631,0.625,0.52,0.739,0.803,1.272,1.167,1.166,1.019,1.408,1.332,1.004,3.995,6.008,9.4044
10/26/2021,0.687,0.388,0.396,0.392,0.374,0.517,0.356,0.857,0.993,0.624,0.606,0.535,0.652,0.534,0.908,0.849,0.507,0.578,1.025,1.195,1.119,1.442,1.596,0.883,3.985,4.683,9.345
10/27/2021,0.723,0.508,0.447,0.464,0.543,0.654,0.409,0.66,1.306,0.65,0.583,0.579,0.498,0.743,0.556,0.631,0.568,0.751,1.557,0.965,1.479,1.326,0.955,0.826,3.575,5.507,9.299
10/28/2021,0.544,0.387,0.398,0.376,0.373,0.611,0.438,1.162,0.628,0.521,0.702,0.639,0.577,0.576,0.366,0.548,0.625,0.768,1.872,1.039,1.251,1.611,1.313,0.947,3.331,5.653,9.288
10/29/2021,0.585,0.405,0.367,0.381,0.401,0.377,0.631,0.879,0.59,0.55,0.853,0.843,0.778,0.676,0.666,0.558,0.685,0.519,0.907,1.009,0.957,1.435,1.015,0.971,4.206,4.298,8.534
10/30/2021,0.798,0.427,0.323,0.322,0.31,0.793,0.579,0.345,0.388,0.578,1.018,0.838,0.799,0.814,0.661,0.699,0.81,0.956,0.975,0.714,0.556,1.292,1.016,1.217,0,0,17.228
10/31/2021,0.7,0.432,0.305,0.304,0.325,0.319,0.328,0.328,0.595,0.441,0.616,0.874,1.083,0.691,0.812,0.827,1.08,1.229,1.313,1.21,1.322,1.876,1.435,0.837,0,0,19.282
11/1/2021,0.339,0.304,0.326,0.332,0.546,0.76,0.522,0.478,0.996,0.673,0.492,0.679,0.832,0.468,0.442,0.671,0.447,1.002,1.194,0.847,0.905,1.33,1.075,0.715,4.835,3.539,8.001
11/2/2021,0.445,0.407,0.397,0.418,0.368,0.384,0.672,0.778,0.819,0.673,0.404,0.64,0.388,0.434,0.59,0.613,1.113,1.177,1.007,1.034,1.052,1.548,1.161,0.563,4.858,3.778,8.449
11/3/2021,0.397,0.332,0.371,0.466,0.739,0.85,0.503,0.616,0.832,0.696,0.576,0.51,0.618,0.406,0.469,0.738,0.679,1.11,1.641,1.027,1.083,1.366,1.065,0.567,5.471,3.42,8.766
11/4/2021,0.486,0.416,0.389,0.427,0.801,0.788,0.599,0.626,0.836,1.456,0.593,0.662,0.434,0.611,0.421,0.771,0.875,0.825,1.33,1.274,1.209,1.695,1.353,0.848,5.666,3.774,10.285
11/5/2021,0.459,0.455,0.387,0.388,0.391,0.357,0.749,0.765,0.74,0.884,0.771,0.739,0.544,0.617,0.724,0.788,0.64,0.723,1.74,1.372,0.934,1.413,1.233,1.048,5.623,4.052,9.186
11/6/2021,0.599,0.518,0.486,0.502,0.858,0.747,0.725,0.517,0.705,0.598,1.214,0.902,0.634,0.748,0.528,0.841,0.969,0.997,1.291,1.495,1.197,1.696,1.609,1.194,0,0,21.57
11/7/2021,1.378,0.533,0.52,0.523,0.53,0.53,0.502,0.862,0.668,0.967,1.11,1.298,1.073,1.089,0.932,1.046,0.898,1.224,1.623,1.444,1.44,2.076,1.543,0.852,0,0,24.661
11/8/2021,0.575,0.535,0.533,0.541,0.844,0.896,0.711,0.847,1.116,0.727,0.966,0.719,0.694,0.74,0.727,0.931,0.862,0.989,1.143,1.161,0.915,1.061,1.122,0.705,5.788,4.673,9.599
11/9/2021,0.627,0.574,0.587,0.552,0.583,0.558,0.585,1.202,1.304,1.14,0.575,0.601,0.901,0.691,0.8,0.727,0.825,0.814,1.277,1.268,1.215,1.496,1.032,0.73,6.312,4.545,9.807
11/10/2021,0.617,0.59,0.581,0.595,0.573,1.035,0.742,0.709,1.165,0.907,0.717,0.661,0.911,0.804,0.606,0.691,0.863,1.307,1.041,1.093,0.939,1.34,1.085,0.782,5.846,4.536,9.972
11/11/2021,0.702,0.661,0.659,0.663,0.879,1.151,0.747,0.706,1.051,0.658,0.79,0.709,0.672,0.631,0.733,0.75,0.857,1.026,2.105,1.03,1.052,1.794,1.223,1.23,6.336,4.352,11.791
11/12/2021,0.533,0.5,0.492,0.47,0.48,0.484,0.475,0.874,1.879,0.914,0.814,0.867,0.755,0.725,0.635,0.549,0.486,1.236,0.946,1.018,0.859,1.212,1.337,0.885,6.663,4.017,8.745
11/13/2021,0.572,0.542,0.523,0.508,0.749,0.915,0.693,0.469,0.508,0.649,1.373,0.902,0.934,0.807,0.856,1.037,0.699,0.649,0.681,1.062,1.239,1.654,1.218,0.964,0,0,20.203
11/14/2021,0.697,0.543,0.463,0.457,0.437,0.452,0.469,0.681,0.663,0.762,0.982,1.105,0.897,0.638,0.643,0.986,1.263,0.981,0.675,0.692,0.916,1.91,1.625,1.04,0,0,19.977
11/15/2021,0.517,0.51,0.492,0.499,0.937,0.829,0.725,0.975,1.005,0.576,0.611,0.599,0.654,0.506,0.695,0.753,0.859,1.269,1.09,1.261,0.84,1.336,1.26,0.669,5.526,4.066,9.875
11/16/2021,0.544,0.499,0.479,0.469,0.479,0.456,0.813,1.274,1.054,0.704,0.661,0.711,0.568,0.81,0.731,0.962,0.851,0.795,1.225,1.059,1.323,1.574,1.188,0.86,5.713,4.633,9.743
11/17/2021,0.51,0.485,0.521,0.48,0.741,0.998,0.661,0.796,1.791,0.558,0.529,0.542,0.577,0.655,0.659,0.829,1.09,1.283,1.283,1.267,1.004,1.734,1.1,0.99,6.24,4.352,10.491
11/18/2021,0.566,0.483,0.493,0.51,0.482,0.883,0.611,0.698,0.882,0.762,1.036,0.726,0.603,0.539,0.752,0.916,0.683,1.076,1.824,1.151,1.321,1.553,1.297,1.125,6.278,4.219,10.475
11/19/2021,0.572,0.477,0.481,0.497,0.493,0.503,0.753,0.478,0.653,0.931,0.688,1.299,0.937,0.585,0.708,0.628,0.855,1.606,1.486,1.327,1.025,1.437,1.322,0.921,5.842,5.012,9.808
11/20/2021,0.681,0.549,0.584,0.509,0.782,0.838,0.768,0.5,0.774,1.036,0.88,0.977,0.64,0.682,0.758,1.013,1.321,1.253,1.233,1.024,0.886,1.265,1.619,1.389,0,0,21.961
11/21/2021,0.764,0.588,0.508,0.489,0.481,0.496,0.481,0.674,0.627,0.994,0.897,0.964,0.642,0.653,0.537,0.788,0.852,0.975,2.255,1.728,1.119,1.659,1.117,0.682,0,0,20.97
11/22/2021,0.515,0.461,0.466,0.481,0.842,0.992,0.775,0.662,1.298,0.885,0.788,1.032,0.698,0.824,0.885,0.717,0.804,0.984,1.295,1.022,1.1,1.346,1.026,0.793,5.912,4.96,9.819
11/23/2021,0.563,0.501,0.481,0.488,0.479,0.482,0.826,1.32,1.145,0.715,0.534,0.688,0.769,0.757,0.519,0.815,1.032,1.156,1.478,1.274,1.517,1.722,1.156,0.94,6.348,4.58,10.429
11/24/2021,0.639,0.535,0.538,0.52,0.843,1.133,0.753,0.796,1.659,0.745,0.707,0.73,1.221,0.92,0.758,0.68,0.831,1.176,0.948,0.954,0.768,1.309,1.257,0.955,6.031,5.14,10.204
11/25/2021,0.562,0.496,0.494,0.502,0.809,0.923,0.693,0.681,1.107,0.604,0.648,0.512,0.852,0.471,0.821,1.046,1.034,1.36,1.553,1.195,1.26,1.556,1.361,1.265,5.953,4.736,11.116
11/26/2021,0.771,0.544,0.558,0.5,0.468,0.474,0.619,0.898,1.182,0.793,1.329,0.853,0.884,1.138,0.949,0.829,0.714,0.76,1.453,1.143,0.811,1.413,1.178,0.929,6.415,5.367,9.408
11/27/2021,0.632,0.573,0.546,0.532,0.991,0.922,0.745,0.517,0.7,1.032,0.816,1.179,1.151,1.068,0.944,0.908,1.002,1.115,1.987,1.559,1.251,2.61,1.714,1.506,0,0,26
11/28/2021,0.691,0.555,0.533,0.539,0.525,0.573,0.735,0.785,0.687,0.888,0.982,0.976,0.713,0.929,0.798,0.872,0.718,1.308,1.289,1.493,1.365,1.874,1.499,1.04,0,0,22.367
11/29/2021,0.572,0.533,0.521,0.52,0.964,0.834,0.66,0.857,1.036,0.837,0.89,0.646,0.972,0.651,0.769,0.81,0.849,1.651,1.351,1.029,1.096,1.659,1.392,0.958,6.622,4.697,10.738
11/30/2021,0.582,0.556,0.539,0.551,0.536,0.551,0.867,0.879,1.23,0.714,0.761,0.666,0.809,0.775,0.858,0.868,0.998,0.956,0.827,0.844,0.855,1.38,1.345,1.026,5.367,4.974,9.632
12/1/2021,0.61,0.606,0.579,0.538,0.774,0.933,0.695,0.715,1.071,0.583,0.6,0.829,0.542,0.564,0.742,1.026,0.991,1.961,1.243,1.112,1.152,1.493,1.276,0.837,6.173,4.694,10.605
12/2/2021,0.64,0.536,0.511,0.547,0.842,0.991,0.701,0.89,0.889,0.564,0.543,0.727,0.735,0.581,0.706,0.56,0.757,1.167,1.206,1.183,1.248,1.582,1.174,1.142,5.259,4.066,11.097
12/3/2021,0.635,0.618,0.575,0.579,0.573,0.544,0.82,0.984,0.769,1.043,0.735,0.963,0.699,0.685,1.07,0.752,0.567,0.801,1.04,1.067,0.983,1.535,1.438,1.07,5.372,4.736,10.437
12/4/2021,0.756,0.614,0.61,0.573,0.92,0.932,0.857,0.578,0.592,0.766,1.288,0.974,0.795,1.12,0.759,0.789,1.149,0.989,0.727,0.747,1.135,1.827,1.522,1.389,0,0,22.408
12/5/2021,0.978,0.563,0.513,0.54,0.496,0.501,0.661,0.767,0.663,0.635,0.632,0.676,0.621,0.962,1.024,1.149,1.187,1.164,1.422,1.428,1.636,2.553,1.415,1.124,0,0,23.31
12/6/2021,0.845,0.486,0.484,0.471,0.853,0.911,0.757,0.7,1.172,0.764,0.692,0.716,0.671,0.765,0.638,0.778,0.742,1.094,1.175,1.011,0.957,1.319,1.33,0.95,5.597,4.31,10.374
12/7/2021,0.604,0.506,0.505,0.517,0.525,0.541,0.846,0.887,1.028,0.932,0.672,0.666,0.817,1.045,0.994,1.046,0.937,0.982,1.207,1.408,1.313,1.631,1.534,1.193,5.708,5.505,11.123
12/8/2021,0.698,0.583,0.592,0.586,1.031,1.099,0.839,0.791,1.318,0.686,0.73,0.715,0.933,0.719,0.673,0.9,0.79,1.134,1.217,1.033,1.181,1.427,1.255,0.833,5.876,4.73,11.157
12/9/2021,0.54,0.514,0.505,0.514,0.988,1.104,0.785,0.723,1.086,0.8,0.877,0.599,0.642,0.642,0.709,0.774,1.37,2.024,1.41,1.311,1.181,1.649,1.276,0.882,6.92,4.736,11.249
12/10/2021,0.561,0.522,0.522,0.535,0.51,0.507,0.864,0.922,0.992,0.795,1.082,0.806,0.794,0.879,0.792,0.951,0.634,0.711,0.911,1.113,0.807,1.367,1.276,0.893,5.413,4.856,9.477
12/11/2021,0.595,0.545,0.528,0.54,0.839,0.935,0.797,0.528,0.737,1.103,0.988,1.161,1.247,0.684,0.546,0.569,0.05534,0.05316,0.06141,0.05828,0.05986,0.09761,0.08058,0.06964,0,0,12.87788
12/12/2021,0.04153,0.02984,0.02676,0.392,0.612,0.305,0.436,0.625,0.657,0.867,1.352,1.043,0.929,1.159,0.751,0.704,1.451,1.166,1.977,1.966,1.281,1.998,1.793,1.069,0,0,22.63113
12/13/2021,0.734,0.599,0.499,0.472,0.786,0.943,0.737,0.671,1.08,1.61,0.697,0.478,0.636,0.458,0.564,0.583,0.831,1,1.212,1.397,1.029,1.337,1.09,0.887,6.27,3.55,10.51
12/14/2021,0.508,0.463,0.466,0.445,0.471,0.455,0.74,0.897,0.955,0.638,0.655,0.514,0.731,0.534,0.658,0.747,0.667,0.9,1.458,1.234,1.175,1.502,1.263,1.041,5.503,3.851,9.763
12/15/2021,0.658,0.538,0.535,0.544,0.738,1.039,0.766,0.802,1.369,0.74,0.618,0.911,0.919,0.795,0.633,0.725,0.935,1.17,1.411,1.638,1.379,1.493,1.269,0.919,6.11,4.918,11.516
12/16/2021,0.66,0.621,0.612,0.574,0.55,0.816,0.752,0.847,1.305,0.772,0.724,0.731,0.996,0.804,0.707,0.944,0.904,1.237,1.193,1.098,1.247,2.147,1.704,0.964,6.078,5.086,11.745
12/17/2021,0.568,0.69,0.542,0.532,0.622,0.539,0.654,0.961,0.759,0.896,0.704,0.943,0.818,0.87,0.782,0.785,0.642,0.772,1.119,1.108,1.219,1.697,1.452,1.02,5.211,4.84,10.643
12/18/2021,0.876,0.631,0.586,0.591,0.874,0.879,0.821,0.578,0.607,0.762,1.049,0.956,0.904,0.703,0.7,0.691,0.904,1.688,1.502,1.933,1.14,1.84,1.995,1.736,0,0,24.946
12/19/2021,0.96,0.612,0.532,0.512,0.527,0.526,0.507,0.833,0.719,0.795,0.806,0.878,0.931,0.653,0.597,0.93,1.012,1.933,2.173,1.613,1.666,1.859,1.684,1.577,0,0,24.835
12/20/2021,1.121,0.516,0.515,0.506,0.949,0.906,0.737,0.52,0.674,0.653,0.742,0.728,0.719,0.723,0.721,0.769,1.388,1.372,1.945,2.053,1.707,2.035,2.048,1.901,5.906,5.048,14.994
12/21/2021,1.143,0.654,0.617,0.652,0.625,0.62,0.596,0.472,0.634,0.507,1.012,1.078,0.612,0.564,0.641,0.648,0.478,0.713,0.746,0.604,0.697,1.039,0.876,0.829,4.084,4.021,8.952
12/22/2021,0.53,0.503,0.514,0.513,0.912,0.81,0.716,0.495,0.604,0.844,1.009,1.247,0.772,0.848,0.724,0.736,0.969,1.404,2.506,2.009,1.685,2.25,1.65,1.189,6.862,5.296,13.281
12/23/2021,0.691,0.529,0.546,0.54,0.972,0.917,0.837,0.556,0.535,0.595,0.817,0.804,1.085,0.931,0.742,0.597,0.967,1.086,1.823,1.719,1.449,2.69,1.595,1.427,5.412,5.126,13.912
12/24/2021,0.873,0.541,0.526,0.492,0.505,0.511,0.796,0.6,0.582,0.628,0.908,0.469,0.401,0.613,0.459,0.456,0.521,1.08,0.905,0.794,0.832,1.135,0.926,0.917,4.703,2.919,8.848
12/25/2021,1.07,0.53,0.473,0.391,0.775,0.681,0.678,0.387,0.334,0.325,0.813,0.937,0.935,0.816,0.585,0.638,1.13,1.202,1.928,1.302,1.515,2.013,1.957,2.171,0,0,23.586
12/26/2021,1.641,0.558,0.514,0.512,0.508,0.477,0.493,0.63,0.57,0.637,0.526,0.695,0.797,0.613,0.75,0.913,0.88,1.026,1.908,2.431,1.528,1.824,1.742,1.581,0,0,23.754
12/27/2021,0.96,0.624,0.587,0.594,0.856,0.958,0.822,0.57,0.609,1.192,0.828,1.096,0.99,0.898,0.725,0.712,1.039,1.226,1.993,1.759,1.333,1.884,1.116,1.257,0,0,24.628
12/28/2021,0.911,0.446,0.39,0.392,0.381,0.369,0.649,0.499,0.456,0.591,0.896,0.932,1.021,0.871,0.567,0.545,0.499,0.746,0.82,1.126,1.506,1.761,1.527,1.522,0,0,19.423
12/29/2021,0.852,0.568,0.404,0.422,0.408,0.616,0.531,0.399,0.398,0.51,0.819,0.89,1.248,0.899,0.995,0.994,0.87,1.208,1.505,1.001,1.537,1.966,1.317,1.485,4.839,5.896,11.107
12/30/2021,0.607,0.411,0.374,0.369,0.387,0.653,0.543,0.358,0.467,0.491,0.594,0.767,0.661,0.925,0.985,0.97,0.988,1.281,1.171,1.263,1.088,1.511,1.613,1.599,4.362,5.296,10.418
12/31/2021,1.351,0.626,0.417,0.397,0.423,0.413,0.67,0.423,0.422,0.561,0.531,0.507,0.337,0.496,1.131,0.858,1.029,1.101,1.584,1.905,1.207,1.853,1.523,1.438,4.622,4.358,12.223
1/1/2022,1.409,0.748,0.521,0.501,0.531,0.697,0.697,0.5,0.659,0.613,0.727,0.649,0.473,0.634,0.526,1.937,1.803,1.302,2.052,1.784,1.52,2.114,1.945,1.638,0,0,25.98
1/2/2022,1.074,0.685,0.56,0.563,0.566,0.539,0.629,0.834,0.665,0.71,0.843,1.532,1.009,0.725,0.609,0.692,0.709,0.741,0.781,0.784,0.779,1.081,1.083,1.135,0,0,19.328
1/3/2022,1.301,0.826,0.591,0.61,0.999,0.965,0.794,0.55,0.586,0.675,0.9,0.792,1.42,1.12,1.058,1.419,1.957,1.403,1.739,2.183,1.752,2.188,2.555,1.898,0,0,30.281
1/4/2022,1.121,0.639,0.562,0.538,0.546,0.538,0.985,0.715,0.989,0.735,0.816,0.923,1.003,0.851,0.847,1.012,1.256,1.221,1.883,1.223,1.642,2.173,1.576,0.73,6.359,5.892,12.273
1/5/2022,0.655,0.616,0.589,0.624,0.87,0.983,0.793,0.597,1.213,0.941,0.846,1.007,1.408,1.001,0.974,1.037,1.35,1.507,1.661,1.478,1.957,2.363,1.843,1.062,6.765,6.777,13.833
1/6/2022,0.661,0.62,0.544,0.551,0.861,1.046,0.839,0.548,1.086,0.825,0.831,1.573,1.165,1.058,1.2,1.249,1.302,1.588,1.699,1.548,1.351,1.802,1.744,1.365,6.577,7.547,12.932
1/7/2022,0.628,0.571,0.556,0.577,0.597,0.571,1.043,0.644,1.168,0.949,1.201,1.282,1.304,0.934,1.006,0.991,1.311,1.84,1.588,1.382,2.675,2.376,1.905,1.89,7.39,6.828,14.771
1/8/2022,0.879,0.576,0.537,0.532,0.993,1.035,0.825,0.489,0.656,0.614,0.854,0.896,0.783,1.132,0.875,0.961,0.833,1.248,1.734,1.652,1.472,2.982,2.274,1.73,0,0,26.562
1/9/2022,0.862,0.547,0.506,0.483,0.509,0.481,0.497,0.86,0.639,0.605,0.757,1.012,0.712,0.88,1.052,1.226,1.779,1.931,1.808,1.886,1.525,2.289,1.633,1.256,0,0,25.735
1/10/2022,0.584,0.521,0.502,0.471,0.911,0.934,0.801,0.476,1.075,0.788,0.762,0.96,0.827,0.889,0.684,0.933,0.856,1.173,2.461,1.52,1.354,2.072,1.762,1.088,6.735,5.149,12.52
1/11/2022,0.664,0.449,0.446,0.465,0.456,0.475,0.954,0.744,1.069,1.182,1.286,1.269,0.933,1.155,1.208,0.84,0.978,1.442,2.084,1.958,1.34,2.168,2.298,1.473,7.807,6.383,13.146
1/12/2022,0.651,0.477,0.506,0.624,0.504,0.529,0.583,0.647,1.281,0.783,1.21,1.112,1.421,1.253,1.366,1.421,1.419,1.599,1.935,1.255,1.292,1.679,1.464,1.664,7.455,7.992,11.228
1/13/2022,1.299,0.56,0.532,0.54,0.532,0.536,0.537,0.957,1.162,1.464,1.069,1.219,1.153,0.985,1.086,0.742,0.97,1.06,1.356,1.563,1.533,1.752,1.489,1.679,7.068,6.155,12.552
1/14/2022,0.783,0.693,0.539,0.495,0.477,0.453,0.459,0.931,0.957,0.651,0.739,0.96,1.094,1.311,0.875,0.937,1.071,1.201,1.449,1.583,1.51,1.939,1.915,1.187,5.928,6.248,12.033
1/15/2022,0.715,0.564,0.553,0.533,0.556,0.583,0.715,1.033,0.782,0.793,0.698,1.231,0.906,0.825,0.822,0.745,0.971,1.36,2.072,2.012,1.659,1.582,1.674,1.45,0,0,24.834
1/16/2022,0.938,0.563,0.53,0.557,0.476,0.461,0.665,0.861,0.748,0.679,1.03,0.883,0.605,0.679,0.656,0.851,1.862,2.17,1.729,1.418,1.853,2.233,2.035,1.856,0,0,26.338
1/17/2022,0.744,0.495,0.462,0.458,0.456,0.517,0.46,0.977,0.925,0.776,0.759,0.98,1.027,0.877,1.061,0.892,0.898,1.314,1.834,1.602,1.629,2.149,1.615,1.418,6.585,5.735,12.005
1/18/2022,0.71,0.463,0.492,0.485,0.487,0.493,0.465,0.969,1.264,1.059,1.156,1.134,1.083,0.76,1.048,1.334,1.221,1.53,1.798,1.455,1.535,1.743,1.858,1.667,7.776,6.58,11.853
1/19/2022,1.369,0.8,0.553,0.578,0.593,0.615,0.546,1.496,1.786,1.95,1.331,0.909,0.924,0.911,0.889,1.162,1.38,1.278,1.36,1.761,1.744,1.684,1.051,1.085,9.201,6.175,12.379
1/20/2022,0.694,0.577,0.534,0.54,0.547,0.697,1.062,1.056,1.196,1.229,1.165,1.09,0.93,0.859,1.095,1.4,0.829,1.131,2.15,1.876,1.715,1.818,1.683,1.317,7.927,6.203,13.06
1/21/2022,0.691,0.518,0.473,0.496,0.486,0.484,0.983,1.174,1.551,1.406,1.225,1.327,1.127,1.295,1.25,1.033,0.764,0.901,1.348,1.657,1.53,1.901,2.037,1.508,7.605,6.796,12.764
1/22/2022,1.348,0.519,0.488,0.509,0.476,0.496,0.991,0.81,0.717,0.685,0.629,1.024,0.816,0.817,0.911,1.155,0.753,0.934,1.676,2.835,1.952,1.724,1.395,1.375,0,0,25.035
1/23/2022,0.989,0.663,0.52,0.506,0.521,0.475,0.976,0.758,0.63,0.67,0.618,0.596,0.882,0.8,0.916,1.051,0.805,0.7,0.708,0.895,1.558,2.196,2.26,1.352,0,0,22.045
1/24/2022,0.724,0.689,0.687,0.686,0.675,0.887,1.179,1.205,1.339,1.127,1.072,1.12,0.803,0.727,0.675,0.825,0.923,1.049,1.335,1.529,1.735,2.427,1.409,1.682,7.127,5.073,14.309
1/25/2022,0.858,0.539,0.565,0.554,0.504,0.475,1.022,1.117,1.409,0.96,0.923,0.924,0.887,1.05,0.738,0.765,0.729,0.941,1.376,1.279,1.245,1.268,1.29,1.472,6.726,5.093,11.071
1/26/2022,0.677,0.605,0.537,0.55,0.535,0.577,1.06,1.163,1.45,1.11,0.862,0.827,0.814,1.008,1.11,1.157,0.795,1.098,1.968,1.76,1.521,1.793,1.513,0.683,7.651,5.711,11.811
1/27/2022,0.549,0.544,0.556,0.529,0.539,0.551,1.064,1.209,1.458,1.167,1.085,1.097,0.836,0.653,0.954,0.923,1.339,1.497,2.786,1.805,1.836,1.82,1.618,0.754,9.202,5.802,12.165
1/28/2022,0.528,0.502,0.501,0.563,0.481,0.481,1.023,1.031,1.117,0.891,1.082,1.018,0.962,0.876,0.854,1.073,1.147,1.41,1.612,1.673,1.364,1.321,1.522,1.007,7.143,5.93,10.966
1/29/2022,0.627,0.518,0.501,0.477,0.478,0.664,1.054,0.823,0.767,1.063,1.107,0.986,0.835,1.323,0.855,0.731,0.851,1.35,0.778,0.743,0.733,0.839,0.897,1.761,0,0,20.761
1/30/2022,1.547,1.029,0.521,0.511,0.49,0.469,1.022,0.674,0.791,0.644,1.212,0.983,1.089,1.055,0.691,1.003,0.784,1.02,1.714,1.624,1.797,2.01,1.723,0.64,0,0,25.043
1/31/2022,0.551,0.493,0.453,0.47,0.973,0.992,0.728,0.713,1.099,0.745,0.686,0.502,0.64,1.157,0.864,0.785,0.755,2.218,1.731,1.143,1.329,1.411,1.105,0.631,7.192,4.703,10.279
2/1/2022,0.536,0.531,0.51,0.525,0.518,0.513,1.062,1.107,1.204,0.801,0.82,0.802,0.645,0.491,0.539,0.74,0.782,0.876,0.98,1.306,1.423,1.352,1.04,0.506,5.788,3.999,9.822
2/2/2022,0.455,0.382,0.4,0.375,0.839,0.847,0.601,0.572,1.139,0.769,0.689,1.107,0.725,0.745,0.521,0.778,0.966,0.881,1.922,1.129,1.046,1.555,1.379,0.872,5.972,4.842,9.88
2/3/2022,0.563,0.697,0.543,0.49,0.743,0.782,0.585,0.699,0.729,1,0.858,0.631,0.714,0.585,0.769,0.9,0.939,1.817,2.683,2.066,1.248,1.573,1.445,1.313,7.786,4.538,12.048
2/4/2022,0.688,0.464,0.458,0.451,0.46,0.439,0.993,0.685,0.969,0.781,0.803,0.857,0.845,0.925,0.833,1.032,1.059,1.631,1.536,1.632,1.625,1.674,1.673,1.132,6.405,5.551,11.689
2/5/2022,0.752,0.699,0.709,0.698,1.234,1.137,0.988,0.816,0.965,1.064,1.087,1.339,1.106,1.251,1.235,1.108,1.172,1.211,1.275,0.877,0.808,1.141,1.553,1.741,0,0,25.966
2/6/2022,0.975,0.551,0.475,0.487,0.467,0.491,1.036,0.739,0.795,0.643,1.013,2.292,1.125,1.215,0.993,0.858,0.53,0.769,0.874,0.859,0.882,1.017,1.219,0.652,0,0,20.957
2/7/2022,0.592,0.535,0.477,0.483,0.875,0.898,0.699,0.824,1.169,0.93,0.7,0.681,0.519,0.69,0.643,0.812,1.002,1.843,2.226,1.886,1.869,1.535,1.202,0.636,7.692,4.347,11.687
2/8/2022,0.52,0.478,0.488,0.473,0.483,0.471,1.004,1.043,1.362,0.81,0.945,0.693,0.798,1.087,0.755,0.685,0.785,1.102,1.814,1.297,1.684,1.322,1.195,0.706,7.076,4.803,10.121
2/9/2022,0.559,0.484,0.483,0.494,1.021,1.002,0.905,0.8,1.001,0.693,0.766,0.814,0.721,0.605,0.798,0.792,0.793,1.027,1.567,1.605,1.294,1.354,1.096,0.957,5.854,4.523,11.254
